GLADYSDALE;3797;232
GLEN ALVIE;3979;122
GLEN CREEK;3691;49
GLEN FORBES;3990;91
GLEN HUNTLY;3163;3604
GLEN IRIS;3146;13155
GLEN PARK;3352;81
GLEN VALLEY;3898;86
GLEN WAVERLEY;3150;19222
GLEN WILLS;3898;93
GLENAIRE;3238;150
GLENALADALE;3864;56
GLENALBYN;3517;65
GLENAROUA;3764;151
GLENBRAE;3352;25
GLENBURN;3717;305
GLENDARUEL;3363;35
GLENDONALD;3364;16
GLENFALLOCH;3858;23
GLENFYNE;3266;85
GLENGARRY;3854;584
GLENGARRY NORTH;3854;110
GLENGARRY WEST;3854;72
GLENGOWER;3370;51
GLENHOPE;3444;95
GLENHOPE EAST;3522;40
GLENISLA;3314;80
GLENLEE;3418;105
GLENLOFTY;3469;36
GLENLOGIE;3469;51
GLENLOTH;3527;41
GLENLOTH EAST;3527;30
GLENLUCE;3451;59
GLENLYON;3461;378
GLENMAGGIE;3858;378
GLENMORE;3340;45
GLENORCHY;3385;285
GLENORMISTON NORTH;3265;68
GLENORMISTON SOUTH;3265;74
GLENPATRICK;3469;60
GLENROWAN;3675;545
GLENROWAN WEST;3675;56
GLENROY;3046;11652
GLENTHOMPSON;3293;313
GLOMAR BEACH;3851;939
GNARWARRE;3221;130
GNOTUK;3260;55
GOBARUP;3559;123
GOBUR;3719;145
GOLDEN BEACH;3851;4062
GOLDEN GULLY;3555;225
GOLDEN POINT (BALLARAT);3350;1460
GOLDEN POINT (CASTLEMAINE);3451;133
GOLDEN POINT (MARYBOROUGH);3465;7
GOLDEN SQUARE;3555;5234
GOLDIE;3435;128
GOLDSBOROUGH;3472;83
GONG GONG;3352;17
GONN CROSSING;3579;40
GOOMALIBEE;3673;80
GOON NURE;3875;106
GOONGERAH;3888;70
GOORAM;3666;168
GOORAMADDA;3685;78
GOORAMBAT;3725;215
GOORNONG;3557;483
GOOROC;3477;37
GORAE;3305;123
GORAE WEST;3305;179
GORDON;3345;736
GORMANDALE;3873;232
GOROKE;3412;354
GOSCHEN;3585;101
GOUGHS BAY;3723;452
GOULBURN WEIR;3608;114
GOWANBRAE;3043;1227
GOWANFORD;3544;25
GOWANGARDIE;3669;26
GOWAR EAST;3477;67
GOWER;3451;70
GRAHAMVALE;3631;313
GRAMPIANS;3314;4
GRAND RIDGE;3870;87
GRANITE FLAT;3525;17
GRANITE ROCK;3875;119
GRANTVILLE;3984;749
GRANYA;3701;123
GRASS FLAT;3409;47
GRASSDALE;3302;83
GRASSMERE;3281;249
GRAYS BRIDGE;3477;27
GRAYTOWN;3608;208
GRE GRE;3477;52
GRE GRE NORTH;3477;51
GRE GRE SOUTH;3477;65
GREAT WESTERN;3374;415
GREDGWIN;3537;31
GREEN GULLY;3462;62
GREENDALE;3341;278
GREENHILL;3444;54
GREENS CREEK;3387;146
GREENSBOROUGH;3088;10087
GREENVALE;3059;5762
GREENWALD;3304;105
GRENVILLE;3352;98
GRETA;3675;72
GRETA SOUTH;3675;119
GRETA WEST;3675;123
GREY RIVER;3234;14
GRINGEGALGONA;3315;42
GRITJURK;3315;44
GROVEDALE;3216;7210
GRUYERE;3770;425
GUILDFORD;3451;297
GUNBOWER;3566;472
GUNDOWRING;3691;193
GUNYAH;3960;17
GUYS FOREST;3709;53
GUYS HILL;3807;148
GYMBOWEN;3401;118
HADDON;3351;534
HADFIELD;3046;3053
HALLAM;3803;5680
HALLORA;3818;77
HALLS GAP;3381;688
HALLSTON;3953;115
HAMILTON;3300;6391
HAMLYN HEIGHTS;3215;3434
HAMPTON;3188;7042
HAMPTON EAST;3188;2919
HAMPTON PARK;3976;9293
HANSONVILLE;3675;109
HAPPY VALLEY (BALLARAT);3360;120
HAPPY VALLEY (ROBINVALE);3549;49
HARCOURT;3453;637
HARCOURT NORTH;3453;236
HARKAWAY;3806;394
HARMERS HAVEN;3995;87
HARRIETVILLE;3741;390
HARROW;3317;310
HARSTON;3616;123
HASTINGS;3915;5790
HATTAH;3501;69
HAVELOCK;3465;71
HAVEN;3401;651
HAVILAH;3737;29
HAWKESDALE;3287;254
HAWKHURST;3862;13
HAWTHORN;3122;17489
HAWTHORN EAST;3123;9093
HAZEL PARK;3966;38
HAZELWOOD;3840;145
HAZELWOOD NORTH;3840;699
HAZELWOOD SOUTH;3840;141
HEALESVILLE;3777;4286
HEATH HILL;3981;102
HEATHCOTE;3523;2448
HEATHCOTE JUNCTION;3758;322
HEATHCOTE SOUTH;3523;63
HEATHERTON;3202;1431
HEATHMERE;3305;152
HEATHMONT;3135;4552
HEDLEY;3967;121
HEIDELBERG;3084;4565
HEIDELBERG HEIGHTS;3081;3560
HEIDELBERG WEST;3081;3780
HENSLEY PARK;3301;96
HENTY;3312;116
HEPBURN;3461;464
HEPBURN SPRINGS;3461;443
HERNE HILL;3218;2207
HERNES OAK;3825;162
HESKET;3442;143
HESSE;3321;17
HEXHAM;3273;176
HEYFIELD;3858;1339
HEYTESBURY LOWER;3268;36
HEYWOOD;3304;1229
HIAMDALE;3847;44
HIAWATHA;3971;32
HIGH CAMP;3764;94
HIGHETT;3190;6455
HIGHLANDS;3660;154
HIGHTON;3216;9226
HILGAY;3315;38
HILL END;3825;133
HILLCREST;3351;64
HILLDENE;3660;214
HILLSIDE (BAIRNSDALE);3875;192
HILLSIDE (GREATER MELBOURNE);3037;6184
HINNOMUNJIE;3898;32
HMAS CERBERUS;3920;158
HODDLES CREEK;3139;364
HOLLANDS LANDING;3862;259
HOMEBUSH;3465;97
HOMERTON;3304;54
HOMEWOOD;3717;67
HOPETOUN;3396;861
HOPETOUN PARK;3340;328
HOPPERS CROSSING;3029;16523
HORDERN VALE;3238;65
HORFIELD;3567;85
HORSHAM;3400;9198
HOTHAM HEIGHTS;3741;241
HOTSPUR;3303;143
HOWES CREEK;3723;75
HOWITT PLAINS;3858;2
HOWQUA;3723;74
HOWQUA HILLS;3723;70
HOWQUA INLET;3723;145
HUGHESDALE;3166;4098
HUMEVALE;3757;155
HUNTER;3558;45
HUNTERSTON;3971;35
HUNTINGDALE;3166;1190
HUNTLY;3551;1229
HUNTLY NORTH;3551;46
HUON;3695;135
HUON CREEK;3691;69
HURSTBRIDGE;3099;1504
ICY CREEK;3833;49
IGUANA CREEK;3875;53
ILLABAROOK;3351;69
ILLAWARRA;3381;103
ILLOWA;3282;184
INDENTED HEAD;3223;1453
INDIGO VALLEY;3688;245
INGLEWOOD;3517;811
INGLISTON;3342;70
INKERMAN;3472;40
INVERGORDON;3636;554
INVERLEIGH;3321;818
INVERLOCH;3996;5707
INVERMAY;3352;360
INVERMAY PARK;3350;751
IONA;3815;149
IRAAK;3494;121
IRISHTOWN;3451;18
IRONBARK;3550;754
IRREWARRA;3249;248
IRREWILLIPE;3249;143
IRREWILLIPE EAST;3249;75
IRYMPLE;3498;2868
IVANHOE;3079;7337
IVANHOE EAST;3079;1910
JACANA;3047;968
JACK RIVER;3971;119
JACKASS FLAT;3556;518
JACOB CREEK;3825;28
JAM JERRUP;3984;77
JAMIESON;3723;588
JAN JUC;3228;2128
JANCOURT;3266;19
JANCOURT EAST;3266;128
JARKLIN;3517;87
JARRAHMOND;3888;136
JARVIS CREEK;3700;51
JEERALANG;3840;76
JEERALANG JUNCTION;3840;298
JEETHO;3945;83
JEFFCOTT;3480;65
JEFFCOTT NORTH;3480;48
JEPARIT;3423;704
JERICHO;3825;42
JERUK;3527;29
JIL JIL;3483;45
JILPANGER;3409;37
JINDIVICK;3818;325
JOEL JOEL;3384;46
JOEL SOUTH;3384;46
JOHANNA;3238;154
JOHNSONVILLE;3902;198
JOYCES CREEK;3364;39
JUMBUK;3869;33
JUMBUNNA;3951;125
JUNCTION VILLAGE;3977;513
JUNG;3401;187
JUNGABURRA;3575;6
JUNORTOUN;3551;1508
KAARIMBA;3635;142
KADNOOK;3318;88
KALIMNA;3909;828
KALIMNA WEST;3909;108
KALKALLO;3064;199
KALKEE;3401;112
KALLISTA;3791;694
KALORAMA;3766;633
KALPIENUNG;3529;45
KAMAROOKA;3570;156
KAMAROOKA NORTH;3571;30
KANAGULK;3401;76
KANCOONA;3691;92
KANGAROO FLAT;3555;5927
KANGAROO GROUND;3097;494
KANIVA;3419;1083
KANUMBRA;3719;67
KANYA;3387;42
KANYAPELLA;3564;100
KARABEAL;3294;58
KARDELLA;3951;99
KARDELLA SOUTH;3950;64
KARIAH;3260;48
KARNAK;3401;83
KARRAMOMUS;3631;65
KARYRIE;3483;41
KATAMATITE;3649;373
KATAMATITE EAST;3649;54
KATANDRA;3634;95
KATANDRA WEST;3634;296
KATUNGA;3640;702
KAWARREN;3249;201
KEALBA;3021;1370
KEELY;3568;35
KEILOR;3036;2716
KEILOR DOWNS;3038;3994
KEILOR EAST;3033;7080
KEILOR LODGE;3038;652
KEILOR NORTH;3036;52
KEILOR PARK;3042;1546
KELLALAC;3393;121
KELVIN VIEW;3666;64
KENLEY;3597;46
KENMARE;3395;79
KENNEDYS CREEK;3239;77
KENNETT RIVER;3234;199
KENNINGTON;3550;3567
KENSINGTON;3031;6443
KERANG;3579;2714
KERANG EAST;3579;53
KERGUNYAH;3691;171
KERGUNYAH SOUTH;3691;52
KERNOT;3979;94
KERRIE;3434;72
KERRISDALE;3660;95
KEVINGTON;3723;118
KEW;3101;14317
KEW EAST;3102;3556
KEWELL;3390;154
KEYSBOROUGH;3173;10721
KIALLA;3631;3182
KIALLA EAST;3631;146
KIALLA WEST;3631;181
KIATA;3418;150
KIEWA;3691;218
KILCUNDA;3995;481
KILLARA (CASTERTON);3312;101
KILLARA (WODONGA);3691;343
KILLARNEY;3283;178
KILLAWARRA;3678;226
KILLINGWORTH;3717;118
KILMANY;3851;167
KILMORE;3764;4305
KILMORE EAST;3764;252
KILSYTH;3137;5890
KILSYTH SOUTH;3137;1269
KIMBOLTON;3551;123
KING VALLEY;3678;66
KINGLAKE;3763;938
KINGLAKE CENTRAL;3757;267
KINGLAKE WEST;3757;623
KINGOWER;3517;80
KINGS PARK;3021;3022
KINGSBURY;3083;1840
KINGSTON;3364;130
KINGSVILLE;3012;2374
KINNABULLA;3483;54
KINYPANIAL;3520;48
KIRKSTALL;3283;278
KIRWANS BRIDGE;3608;119
KITHBROOK;3666;63
KNEBSWORTH;3286;44
KNOCKWOOD;3723;34
KNOWSLEY;3523;160
KNOXFIELD;3180;4171
KOALLAH;3260;26
KOETONG;3704;181
KOLORA;3265;140
KONGWAK;3951;160
KONONGWOOTONG;3315;94
KOO WEE RUP;3981;1987
KOO WEE RUP NORTH;3981;34
KOOLOONONG;3597;109
KOONDA;3669;35
KOONDROOK;3580;703
KOONOOMOO;3644;191
KOONWARRA;3954;233
KOOREH;3477;95
KOORLONG;3501;260
KOORNALLA;3844;85
KOOROOCHEANG;3364;54
KOOROOL;3860;11
KOOROOMAN;3953;62
KOOYONG;3144;539
KORIELLA;3714;55
KOROBEIT;3341;45
KOROIT;3282;1201
KORONG VALE;3520;244
KOROOP;3568;2
KOROOP;3579;55
KORUMBURRA;3950;2646
KORUMBURRA SOUTH;3950;61
KORWEINGUBOORA;3461;149
KOTTA;3565;124
KOTUPNA;3638;209
KOYUGA;3622;289
KROWERA;3945;113
KULWIN;3490;115
KUNAT;3585;54
KURRACA;3518;17
KURRACA WEST;3518;27
KURTING;3517;90
KURUNJANG;3337;3992
KYABRAM;3620;4426
KYABRAM SOUTH;3620;39
KYNETON;3444;4568
KYNETON SOUTH;3444;82
KYVALLEY;3621;227
LAANECOORIE;3463;186
LAANG;3265;86
LABERTOUCHE;3816;209
LACEBY;3678;182
LADYS PASS;3523;147
LAEN;3480;38
LAEN EAST;3480;18
LAEN NORTH;3480;55
LAH;3393;72
LAHARUM;3401;224
LAKE BOGA;3584;690
LAKE BOLAC;3351;360
LAKE BUNGA;3909;265
LAKE CHARM;3581;216
LAKE CONDAH;3303;27
LAKE EILDON;3713;117
LAKE EPPALOCK;3551;6
LAKE FYANS;3381;47
LAKE GARDENS;3355;795
LAKE GOLDSMITH;3373;61
LAKE LONSDALE;3381;48
LAKE MARMAL;3525;61
LAKE MERAN;3579;42
LAKE MUNDI;3312;160
LAKE POWELL;3597;41
LAKE ROWAN;3727;116
LAKE TYERS;3887;17
LAKE TYERS BEACH;3909;655
LAKE TYRRELL;3533;8
LAKE WELLINGTON;3851;2
LAKE WENDOUREE;3350;1644
LAKE WONGAN;3373;9
LAKES ENTRANCE;3909;4058
LAL LAL;3352;354
LALBERT;3542;209
LALOR;3075;9335
LALOR;3082;1
LAMPLOUGH;3352;76
LANCASTER;3620;228
LANCE CREEK;3995;71
LANCEFIELD;3435;1387
LANDSBOROUGH;3384;327
LANDSBOROUGH WEST;3384;64
LANG LANG;3984;1056
LANG LANG EAST;3984;64
LANGDONS HILL;3363;22
LANGI KAL KAL;3352;32
LANGI LOGAN;3377;39
LANGKOOP;3318;113
LANGLEY;3444;46
LANGSBOROUGH;3971;72
LANGWARRIN;3910;9829
LANGWARRIN SOUTH;3911;494
LARA;3212;6809
LARDNER;3821;69
LARPENT;3249;139
LARRALEA;3325;22
LASCELLES;3487;207
LAUNCHING PLACE;3139;1071
LAUNCHING PLACE;3777;1
LAURISTON;3444;184
LAVERS HILL;3238;213
LAVERTON;3028;2492
LAVERTON NORTH;3026;1194
LAWLER;3480;41
LAWLOIT;3418;43
LAWRENCE;3364;23
LEAGHUR;3537;60
LEARMONTH;3352;267
LEDCOURT;3385;87
LEICHARDT;3516;122
LEIGH CREEK;3352;44
LEITCHVILLE;3567;434
LEMNOS;3631;157
LENEVA;3691;457
LEONARDS HILL;3461;36
LEONGATHA;3953;3441
LEONGATHA NORTH;3953;97
LEONGATHA SOUTH;3953;327
LEOPOLD;3224;5716
LERDERDERG;3458;19
LESLIE MANOR;3260;59
LETHBRIDGE;3332;488
LEXTON;3352;342
LICOLA;3858;63
LICOLA NORTH;3858;27
LILLICO;3820;40
LILLICUR;3371;112
LILLIMUR;3420;195
LILLIPUT;3682;126
LILYDALE;3140;8626
LIMA;3673;56
LIMA EAST;3673;104
LIMA SOUTH;3673;91
LIMESTONE;3717;107
LINDENOW;3865;281
LINDENOW SOUTH;3875;290
LINDSAY;3312;18
LINDSAY POINT;3496;61
LINGA;3509;106
LINTON;3360;538
LIPAROO;3549;24
LISMORE;3324;471
LITCHFIELD;3480;88
LITTLE DESERT;3418;70
LITTLE HAMPTON;3458;61
LITTLE RIVER;3211;697
LLANELLY;3551;108
LLOWALONG;3862;35
LOCH;3945;446
LOCH SPORT;3851;2599
LOCH VALLEY;3833;34
LOCKINGTON;3563;562
LOCKSLEY;3665;114
LOCKWOOD;3551;406
LOCKWOOD SOUTH;3551;494
LODDON VALE;3575;46
LOGAN;3475;116
LONDRIGAN;3678;107
LONG FOREST;3340;132
LONG GULLY;3550;1981
LONGERENONG;3401;86
LONGFORD;3851;916
LONGLEA;3551;277
LONGWARRY;3816;1109
LONGWARRY NORTH;3816;94
LONGWOOD;3665;251
LONGWOOD EAST;3666;129
LORNE;3232;2741
LORQUON;3418;56
LOVELY BANKS;3213;1045
LOWER MOIRA;3639;95
LOWER NORTON;3401;170
LOWER PLENTY;3093;2055
LOY YANG;3844;35
LUBECK;3385;139
LUCAS;3350;467
LUCKNOW;3875;843
LUCYVALE;3691;93
LURG;3673;133
LYAL;3444;21
LYNBROOK;3975;2845
LYNDHURST;3975;2237
LYONS;3304;67
LYONVILLE;3461;174
LYSTERFIELD;3156;2449
LYSTERFIELD SOUTH;3156;335
MACARTHUR;3286;547
MACCLESFIELD;3782;371
MACEDON;3440;929
MACKS CREEK;3971;59
MACLEOD;3085;4932
MACORNA;3579;193
MACORNA NORTH;3568;46
MACS COVE;3723;179
MADALYA;3971;45
MADDINGLEY;3340;1953
MAFEKING;3379;77
MAFFRA;3860;3124
MAFFRA WEST UPPER;3859;74
MAGPIE;3352;143
MAIDEN GULLY;3551;1963
MAIDSTONE;3012;4542
MAILORS FLAT;3275;231
MAIN LEAD;3373;44
MAIN RIDGE;3928;384
MAINDAMPLE;3723;196
MAINTONGOON;3714;93
MAJOR PLAINS;3725;33
MAJORCA;3465;273
MALDON;3463;1489
MALLACOOTA;3892;1323
MALMSBURY;3446;599
MALVERN;3144;6743
MALVERN EAST;3145;12204
MAMBOURIN;3024;10
MANANGATANG;3546;380
MANDURANG;3551;320
MANDURANG SOUTH;3551;163
MANGALORE;3663;129
MANIFOLD HEIGHTS;3218;1564
MANNERIM;3222;79
MANNIBADAR;3360;86
MANNS BEACH;3971;94
MANORINA;3889;22
MANSFIELD;3722;3545
MARAMINGO CREEK;3891;36
MARCUS HILL;3222;87
MARDAN;3953;142
MARENGO;3233;381
MARIBYRNONG;3032;6980
MARIONVALE;3634;61
MARKWOOD;3678;178
MARLBED;3483;46
MARLO;3888;641
MARNOO;3387;189
MARNOO EAST;3477;31
MARNOO WEST;3387;92
MARONG;3515;732
MAROONA;3377;139
MARRAWEENEY;3669;72
MARSHALL;3216;1172
MARTHAVALE;3875;14
MARUNGI;3634;106
MARYBOROUGH;3465;5310
MARYKNOLL;3812;216
MARYSVILLE;3779;767
MARYVALE;3840;80
MASSEY;3482;72
MATLOCK;3723;206
MAUDE;3331;130
MCCRAE;3938;2610
MCINTYRE;3472;95
MCKENZIE CREEK;3401;84
MCKENZIE HILL;3451;291
MCKINNON;3204;2851
MCLOUGHLINS BEACH;3874;198
MCMAHONS CREEK;3799;176
MCMILLANS;3568;73
MEAD;3568;70
MEADOW CREEK;3678;95
MEADOW HEIGHTS;3048;5403
MEATIAN;3585;27
MEENIYAN;3956;467
MEERING WEST;3579;32
MEERLIEU;3862;87
MELBOURNE;3000;51324
MELBOURNE;3004;11781
MELBOURNE AIRPORT;3045;69
MELTON;3337;4864
MELTON SOUTH;3338;6466
MELTON WEST;3337;7531
MELVILLE FOREST;3315;52
MELWOOD;3875;15
MENA PARK;3373;35
MENTONE;3194;8228
MENZIES CREEK;3159;404
MEPUNGA;3277;33
MEPUNGA EAST;3277;47
MEPUNGA WEST;3277;65
MERBEIN;3505;1612
MERBEIN SOUTH;3505;276
MERBEIN WEST;3505;133
MEREDITH;3333;602
MERINGUR;3496;153
MERINO;3310;341
MERNDA;3754;6997
MERRIANG;3737;86
MERRIANG SOUTH;3737;41
MERRICKS;3916;165
MERRICKS BEACH;3926;275
MERRICKS NORTH;3926;330
MERRIGUM;3618;448
MERRIJIG (BAIRNSDALE);3875;36
MERRIJIG (MOUNT BULLER);3723;671
MERRIMU;3340;189
MERRINEE;3496;116
MERTON;3715;285
METCALFE;3448;170
METCALFE EAST;3444;32
METUNG;3904;2105
MIA MIA;3444;295
MICKLEHAM;3064;1752
MIDDLE CREEK;3375;57
MIDDLE PARK;3206;2308
MIDDLE TARWIN;3956;62
MIEPOLL;3666;195
MIGA LAKE;3409;58
MILAWA;3678;348
MILDURA;3500;18890
MILL PARK;3082;11684
MILLBROOK;3352;172
MILLGROVE;3799;878
MILLOO;3572;62
MILLTOWN;3304;96
MILNES BRIDGE;3579;20
MINCHA;3575;108
MINCHA WEST;3568;54
MINERS REST;3352;1320
MINGAY;3324;31
MINHAMITE;3287;76
MINIMAY;3413;172
MININERA;3351;70
MINJAH;3276;51
MINMINDIE;3537;28
MINYIP;3392;654
MIOWERA;3862;11
MIRALIE;3596;20
MIRAM;3415;86
MIRBOO;3871;238
MIRBOO NORTH;3871;1217
MIRIMBAH;3722;3
MIRRANATWA;3294;263
MITCHAM;3132;9808
MITCHELL PARK;3355;563
MITCHELLSTOWN;3608;90
MITIAMO;3573;189
MITRE;3409;98
MITTA MITTA;3701;425
MITTYACK;3490;132
MOCKINYA;3401;73
MODELLA;3816;90
MODEWARRE;3240;158
MOE;3825;5993
MOE SOUTH;3825;228
MOGGS CREEK;3231;205
MOGLONEMBY;3666;56
MOKEPILLY;3381;23
MOLESWORTH;3718;122
MOLIAGUL;3472;188
MOLKA;3666;64
MOLLONGGHIP;3352;99
MOLOGA;3575;78
MOLYULLAH;3673;143
MONBULK;3793;1761
MONEGEETTA;3433;122
MONGANS BRIDGE;3691;50
MONOMAK;3860;26
MONOMEITH;3984;58
MONT ALBERT;3127;2711
MONT ALBERT NORTH;3129;2758
MONTGOMERY;3851;42
MONTMORENCY;3094;4805
MONTROSE;3765;2855
MOOLAP;3224;1167
MOOLERR;3477;56
MOOLORT;3465;87
MOONAMBEL;3478;285
MOONDARRA;3825;150
MOONEE PONDS;3039;8992
MOONLIGHT FLAT (CASTLEMAINE);3450;53
MOONLIGHT FLAT (MARYBOROUGH);3465;74
MOORA;3612;45
MOORABBIN;3189;5089
MOORABBIN AIRPORT;3194;295
MOORABOOL;3213;60
MOORALLA;3314;130
MOORILIM;3610;65
MOORMBOOL WEST;3523;91
MOORNAPA;3862;30
MOORNGAG;3673;67
MOOROODUC;3933;537
MOOROOLBARK;3138;9789
MOOROOPNA;3629;4197
MOOROOPNA NORTH;3629;82
MOOROOPNA NORTH WEST;3616;46
MORANDING;3764;84
MORDIALLOC;3195;5391
MORGIANA;3301;27
MORIAC;3240;317
MORNINGTON;3931;15826
MOROKA;3860;5
MORRISONS;3334;150
MORRL MORRL;3387;27
MORTLAKE;3272;1095
MORTON PLAINS;3482;78
MORWELL;3840;9107
MOSSIFACE;3885;90
MOUNT ALFRED;3709;50
MOUNT BEAUTY;3699;740
MOUNT BECKWORTH;3363;12
MOUNT BEST;3960;60
MOUNT BOLTON;3352;37
MOUNT BRUNO;3675;49
MOUNT BUFFALO;3740;2
MOUNT BULLER;3723;363
MOUNT BURNETT;3781;76
MOUNT BUTE;3324;54
MOUNT CAMEL;3523;140
MOUNT CAMERON;3370;24
MOUNT CLEAR;3350;1737
MOUNT COLE;3377;32
MOUNT COLE CREEK;3377;41
MOUNT COTTRELL;3024;306
MOUNT DANDENONG;3767;637
MOUNT DORAN;3334;79
MOUNT DRYDEN;3381;21
MOUNT DUNEED;3217;1023
MOUNT ECCLES;3953;81
MOUNT ECCLES SOUTH;3953;6
MOUNT EGERTON;3352;467
MOUNT ELIZA;3930;8134
MOUNT EMU;3351;36
MOUNT EVELYN;3796;4145
MOUNT FRANKLIN;3461;70
MOUNT GLASGOW;3371;85
MOUNT HELEN;3350;1209
MOUNT HOOGHLY;3472;33
MOUNT LONARCH;3468;69
MOUNT MACEDON;3441;846
MOUNT MAJOR;3646;23
MOUNT MARTHA;3934;9669
MOUNT MARTHA;3944;1
MOUNT MERCER;3352;72
MOUNT MORIAC;3240;153
MOUNT NAPIER;3301;16
MOUNT PLEASANT;3350;1244
MOUNT PROSPECT;3364;30
MOUNT RICHMOND;3305;110
MOUNT ROWAN;3352;159
MOUNT SABINE;3236;10
MOUNT TASSIE;3844;11
MOUNT TAYLOR;3875;223
MOUNT TOOLEBEWONG;3777;72
MOUNT WALLACE;3342;115
MOUNT WAVERLEY;3149;17640
MOUNTAIN BAY;3723;73
MOUNTAIN VIEW;3988;73
MOUTAJUP;3294;129
MOYARRA;3951;25
MOYHU;3732;308
MOYREISK;3477;51
MOYSTON;3377;424
MUCKATAH;3644;134
MUCKLEFORD;3451;255
MUCKLEFORD SOUTH;3462;57
MUDGEGONGA;3737;191
MULGRAVE;3170;8977
MUMBANNAR;3304;243
MUNDOONA;3635;105
MUNRO;3862;145
MUNTHAM;3315;30
MURCHISON;3610;723
MURCHISON EAST;3610;126
MURCHISON NORTH;3610;136
MURGHEBOLUC;3218;69
MURMUNGEE;3747;80
MURNUNGIN;3544;36
MURPHYS CREEK;3551;78
MURRA WARRA;3401;86
MURRABIT;3579;188
MURRABIT WEST;3579;32
MURRAWEE;3586;61
MURRAY-SUNSET;3490;13
MURRAYDALE;3586;77
MURRAYVILLE;3512;471
MURRINDAL;3885;40
MURRINDINDI;3717;149
MURROON;3243;92
MURRUMBEENA;3163;6220
MURTOA;3390;819
MUSK;3461;150
MUSK VALE;3461;112
MUSKERRY;3557;126
MYALL (KERANG);3579;105
MYALL (SEA LAKE);3533;39
MYAMYN;3304;90
MYERS FLAT;3556;274
MYOLA;3551;80
MYRNIONG;3341;240
MYRRHEE;3732;171
MYRTLE CREEK;3551;95
MYRTLEBANK;3851;74
MYRTLEFORD;3737;2226
MYSIA;3518;82
MYSTIC PARK;3579;241
MYWEE;3641;41
NAGAMBIE;3608;1457
NALANGIL;3249;52
NALINGA;3646;40
NAMBROK;3847;194
NANDALY;3533;90
NANGANA;3781;21
NANGEELA;3312;32
NANGILOC;3494;108
NANNEELLA;3561;313
NAP NAP MARRA;3860;2
NAPOLEONS;3352;300
NAR NAR GOON;3812;530
NAR NAR GOON NORTH;3812;341
NARBETHONG;3778;419
NAREEB;3293;41
NAREEN;3315;116
NAREEWILLOCK;3525;56
NARIEL VALLEY;3707;180
NARING;3636;119
NARINGAL;3277;100
NARINGAL EAST;3277;95
NAROGHID;3266;58
NARRACAN;3824;169
NARRAPORT;3483;101
NARRAPUMELAP SOUTH;3293;29
NARRAWONG;3285;310
NARRE WARREN;3805;11253
NARRE WARREN EAST;3804;164
NARRE WARREN NORTH;3804;2725
NARRE WARREN SOUTH;3805;9511
NARRUNG;3597;24
NATHALIA;3638;1321
NATIMUK;3409;484
NATTE YALLOCK;3465;147
NATYA;3597;97
NAVARRE;3384;198
NAVIGATORS;3352;131
NAYOOK;3832;49
NEDS CORNER;3496;22
NEEREMAN;3463;28
NEERIM;3831;124
NEERIM EAST;3831;146
NEERIM JUNCTION;3832;96
NEERIM NORTH;3832;62
NEERIM SOUTH;3831;921
NEILBOROUGH;3570;267
NELSE;3699;5
NELSON;3292;400
NERRENA;3953;164
NERRIN NERRIN;3351;53
NERRINA;3350;431
NERRING;3373;10
NETHERBY;3418;234
NEUARPURR;3413;85
NEW GISBORNE;3438;1137
NEWBOROUGH;3825;3548
NEWBRIDGE;3551;266
NEWBURY;3458;57
NEWCOMB;3219;2859
NEWFIELD;3268;52
NEWHAM;3442;275
NEWHAVEN;3925;469
NEWINGTON;3350;958
NEWLANDS ARM;3875;569
NEWLYN;3364;122
NEWLYN NORTH;3364;103
NEWMERELLA;3886;337
NEWPORT;3015;6335
NEWRY;3859;351
NEWSTEAD;3462;611
NEWTOWN (BALLARAT);3351;159
NEWTOWN (GEELONG);3220;5988
NHILL;3418;1942
NICHOLS POINT;3501;666
NICHOLSON;3882;644
NIDDRIE;3042;3090
NILMA;3821;155
NILMA NORTH;3821;153
NINDA;3533;39
NINE MILE;3518;38
NINTINGBOOL;3351;63
NINYEUNOOK;3527;38
NIRRANDA;3268;79
NIRRANDA EAST;3268;14
NIRRANDA SOUTH;3268;96
NOBLE PARK;3174;16259
NOBLE PARK NORTH;3174;3339
NOOJEE;3833;309
NOORAT;3265;196
NOORAT EAST;3265;13
NOORINBEE;3890;133
NOORINBEE NORTH;3890;45
NORADJUHA;3409;206
NORLANE;3214;5016
NORMANVILLE;3579;19
NORONG;3682;153
NORTH BENDIGO;3550;2360
NORTH BLACKWOOD;3458;52
NORTH GEELONG;3215;2296
NORTH MELBOURNE;3051;10045
NORTH SHORE;3214;432
NORTH WANGARATTA;3678;205
NORTH WARRANDYTE;3113;1129
NORTH WONTHAGGI;3995;1675
NORTHCOTE;3070;14088
NORTHWOOD;3660;121
NORVAL;3377;75
NOT NAMED;3892;4
NOT NAMED;3918;143
NOT NAMED;3925;1
NOT NAMED;3960;16
NOT NAMED;3962;1
NOT NAMED;3977;5
NOT NAMED;3980;1
NOT NAMED;3984;1
NOT NAMED;;51
NOTTING HILL;3168;2052
NOWA NOWA;3887;247
NOWHERE CREEK;3469;34
NOWIE;3585;42
NUG NUG;3737;37
NUGGETTY;3463;51
NULLA VALE;3435;134
NULLAWARRE;3268;178
NULLAWARRE NORTH;3268;51
NULLAWIL;3529;145
NUMURKAH;3636;3074
NUNAWADING;3131;7104
NUNGURNER;3909;219
